timestamp,campaign_id,event_type,details,hash
1785192942164,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,ceda66ac4db05ae0
1785192942165,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,0de7c0631810802a
1785196714477,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,41d0454b4dfeee2e
1785196714478,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,7cf39c456984fc7d
1785206636280,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,45fb4ec0613f8894
1785206636281,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,138388a27a36cd14
1785216867676,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c8bc7df00323030e
1785216867677,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,67997981a2c9c1f0
1785225945866,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,f8a8494a3f0d08a7
1785225945868,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,09810cddde41a92f
1785235500935,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4867eefe46993cd4
1785235500936,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b677f0d0f022c609
1785241593824,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,7a347026ba5362dd
1785241593825,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,3a809254aaadad8d
1785250716912,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,5c98f6ff69d53ba2
1785250716913,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,16aa801bdac7f436
1785256937182,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4c31098b5b519234
1785256937183,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,24b9ddf639b817ea
1785261802326,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,679da27d478caf8b
1785261802327,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,05869708a7de13c3
1785268275538,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,70a777da9579431b
1785268275540,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6b4046dd7a40beb7
1785272575930,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,5aa6669b04a79e64
1785272575933,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,609f96dd8d5f73ee
1785276963071,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e04ecaeb7733d603
1785276963072,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,1bbe3596e12409bd
1785281308769,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c78f94ce0fd83d1d
1785281308770,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,bd08d04c63286935
1785286667806,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,bbdd5c0b9b770042
1785286667807,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,55eb05647a62adb8
1785298357147,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e0749f0cd3cbd278
1785298357148,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d563760758c11ce1
1785307521335,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,aa65641dcb916a57
1785307521337,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,4ff0589afc283ded
1785317669430,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,fb207832a6edb9a6
1785317669432,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,ee59d7b700ce1e37
1785325737780,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,086cb08ba5601bc9
1785325737782,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,f5a2a44f66d982f3
1785329717874,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,b865b8209f079599
1785329717877,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,511ebcf9b4b22258
1785333310439,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,870d764cdc26211f
1785333310443,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,a9a5c826ca1ec90e
1785340036690,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c5f658cfdc9b097a
1785340036694,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,20698f143b1b7c8b
1785344928223,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,b57bef88e81d13da
1785344928228,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,fcec692a2244939f
1785348890722,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,35b92026bb2c8121
1785348890727,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,21926e726584e863
1785354374097,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,bbdca308bd674b31
1785354374101,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,9e0d2bbeba78eee0
1785358006001,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e4eac4967688095f
1785358006005,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b6e09b5c1a006008
1785362088076,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,f8b6529a47b54ee7
1785362088081,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,8225f2c722881082
1785365760771,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,3b72c707552d8644
1785365760776,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,ee28051b897d1c2a
1785369457386,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,ea530e441d133325
1785369457390,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,42e6eaadd5db64db
1785378219006,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,6a2007ca9f0df35d
1785378219010,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,a56dfd2ee62755e5
1785388952431,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,a65438d4f2ca23b6
1785388952435,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,92e0b8592eec3253
1785398000301,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,6dda2c300f982e02
1785398000305,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,2236b1fca8c537e9
1785406744542,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,9d2880b5427aa9e0
1785406744546,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,9b986e13d9d9ef91
1785413446593,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,db3704bf33f86e39
1785413446597,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b45b848a7d719905
1785421809129,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,23f1dd4c4dcb2f3b
1785421809133,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,46a1a6a7672025ff
1785427689859,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4081531a4e30783f
1785427689863,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,68d65438f6a11d55
1785433617488,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,caaa593f4f9327bd
1785433617493,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,0c87cad7d81b22a7
1785438983434,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,88245e4ea27678eb
1785438983439,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,dbe4e475da754a70
1785444056999,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,be6a99398991588a
1785444057004,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,de55c064b2fb11ab
1785448114156,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,cbace0ff85ee48e5
1785448114160,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,1079e9c60f28d2ff
1785452353892,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,8b29f59eb09e8f5b
1785452353896,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,907d831a9ed02afc
1785456348093,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,9f18cfedeca43660
1785456348097,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,dcdd5a77692bda09
1785469686045,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,6ff0bcd524ed5243
1785469686049,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,36623e360b9f946d
1785479950669,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,cac26de9c45917b9
1785479950673,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,538a193847784166
1785490303530,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,eb10f59a4e65223e
1785490303534,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d5200e20989f4747
1785498451581,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,3f26bf283cf30395
1785498451586,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,e96d0d61a1390fc6
1785505796692,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,a6a1b3372fafda75
1785505796696,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,12a14e11289d7ac1
1785513553555,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c89adb3a3b89cad1
1785513553560,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,05bf02d5d863e483
1785519778827,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,f466d479bbd7985a
1785519778831,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,e84c252eaa36a5d4
1785524308592,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,bc58b7b316246d28
1785524308595,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d3e70fd26fd9c537
1785529291372,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,d66da1e040640e16
1785529291467,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,f297e4f426929a61
1785533775292,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,89d9209867820641
1785533775296,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,7863e7437264caaf
1785537653327,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,103ab4e16c617f45
1785537653331,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,1a6a5465b3c2aa0a
1785541261990,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,678f015d44c1ebca
1785541261995,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,fa55c0d831a12351
